'a'wei'si'man'qin 阿维四螨嗪
'ping'zhun'ji'jin 平准基金
'shui'tang 水塘
'ji'tuan'xuan'ze 集团选择
'tong'kuang'zha'fei 铜矿渣肥
'tui'guang'zhan 推广站
'shui'ping'tu'rang'dai 水平土壤带
'ling'dao'xiao'zu'xia'she'ban'gong'shi'zai'ju'ren'jiao'gu 领导小组下设办公室在局人教股
'duo'yan 多眼
'duo'liu'hua'bei 多硫化钡
'qi'tiao'zhu'cang 气调贮藏
'chang'ran'se'ti 常染色体
'nong'ye'ke'ji'jin'bu'gong'xian'lv 农业科技进步贡献率
'gong'yang 供养
'mian'xiao'zao'qiao'chong 棉小造桥虫
'yi'wai'kai'zhi 意外开支
'shan'mao'ju'jian'guo 山毛榉坚果
'you'zhi'mi 优质米
'jia'huang'chong'zong 甲磺虫腙
'shu'song'tu'rang 疏松土壤
'yu'mi'xiao'ban'bing 玉米小斑病
'guang'huo'hua'xing 光活化型
'luo'da'mai'fen 裸大麦粉
'er'ti'xiong'rui'de 二体雄蕊的
'liang'mi 凉米
'bei'jing'shi'chang'ping'zhong'sheng'wei'sheng'wu'shi'yan'chang 北京市昌平中生微生物试验厂
'lv'se'shi'pin'fa'zhan'zhong'xin 绿色食品发展中心
'shan'dong'kai'nuo'sheng'wu'ji'shu'you'xian'gong'si 山东凯诺生物技术有限公司
'sheng'zhang'zhui 生长锥
'san'zheng 三证
'lan'ping 兰坪
'jie'fang'si'xiang'da'tao'lun 解放思想大讨论
'bian'ye'bing 变叶病
'can'dou 蚕豆
'han'dong'zai'hai 寒冻灾害
'chu'cao'ding 除草定
'xiao'guo'shi 小果实
'chan'zhi'li'shui'lv 产值利税率
'zhuan'yun 转运
'zhen'xiong'xian 镇雄县
'zhi'fang'lv 脂肪率
'di'guan 滴灌
'liu'suan'lian'mei'su 硫酸链霉素
'nei'zhu'pi 内珠皮
'ge'zu 各组
'ku'cun'nong'chan'pin 库存农产品
'di'long 地龙
'yi'li'bai'cao'ku 乙利百草枯
'yue'dai 越代
'dan'xi'bao'dan'bai'zhi 单细胞蛋白质
'duan'ri'zhi'wu 短日植物
'yu'ye'chu 渔业处
'kang'yu 抗御
'fan'po 反坡
'ben'wen'jian 本文件
'fu'ji 负极
'shan'dong'sheng'zi'bo'mei'tian'nong'yao'you'xian'gong'si 山东省淄博美田农药有限公司
'lin'jie'shui'shen 临界水深
'pei'shui'xi'tong 配水系统
'tu'rang'fen'lei'xue 土壤分类学
're'neng'xiao'hao 热能消耗
'ju'di'feng 局地风
'zhi'yuan'ti 支原体
'zhe'li'shu 着粒数
'pu'tao'yuan'yong'tuo'la'ji 葡萄园用拖拉机
'yin'chong'wei 茚虫威
'wan'gong'jin 万公斤
'chang'gui'dao 常规稻
'jing'ji'quan'qiu'hua 经济全球化
'sheng'wu'qun'xi 生物群系
'yi'zhu 移住
'shan'dong'dong'tai'nong'hua'you'xian'gong'si 山东东泰农化有限公司
'ying'yang'dai 营养袋
'hai'an 海岸
'shou'gou 收购
'kai'kou'qi'zhang'kai'qi 开口器张开器
'bing'liu'duo'jun'ling 丙硫多菌灵
'se'er'bao'sui'fu'bing 色二孢穗腐病
'nong'cun'gu'gong'jing'ying 农村雇工经营
'shu'cai'zai'hou'hui'fu'sheng'chan'shi'fan'dian 蔬菜灾后恢复生产示范点
'xiao'hua'ji 消化剂
'gai'liang'zhong'di'chan'tian 改良中低产田
'tiao'he'you 调和油
'zhe'suan'can'kao 折算参考
'cheng'pin 成品
'zhi'duan'fei'da'zheng 肢端肥大症
'mai'lei 麦类
'nian'zhi'tu'rang 粘质土壤
'shi'yi'wu 十一五
'zhuan'yi'jiu'ye'lv 转移就业率
'ben'qu'yu 本区域
'shuang'dai 霜代
'qun'luo'sheng'tai'xue 群落生态学
'fu'ye 复叶
'cang'tou'yan'que 苍头燕雀
'you'dai'jin'yi'bu'ti'gao 有待进一步提高
'ji'you'du'si'pi 机油毒死蜱
'bao'he'you'ji'tu 饱和有机土
'zhi'si'ji'yin 致死基因
'er'yang'hua'gui 二氧化硅
'fan'ya 翻压
'ma'ling'shu'jiao'sui'ji 马铃薯搅碎机
'ya'ku'bing'du'bing 芽枯病毒病
'ban'xu'chun 斑须蝽
'pei'gen'qiao 胚根鞘
'zhi'liang'se'ceng'fa 质量色层法
'tu'rang'di'zhi'xue 土壤地质学
'gen'fan'zhi 根繁殖
'nong'cun'yin'shi'ye'zong'chan'zhi 农村饮食业总产值
'jing'wen'di'lao'hu 警纹地老虎
'xia'qi 下期
'zhong'chu'zheng 种畜证
'hu'luo'bo'su'mei 胡萝卜素酶
'you'li'an'ji'suan 游离氨基酸
'chong'mei'hua 虫媒花
'dan'su'xun'huan 氮素循环
'peng'zhang'xing 膨胀性
'nong'ye'qi'hou'qu'hua 农业气候区划
'zhi'quan'fan'wei 职权范围
'fen'zhi 分支
'zhu'jie 竹节
'shui'an'gao'lv 水胺高氯
'cu'dao'bing 猝倒病
'yao'qing'sai 邀请赛
'duo'leng'da'mai 多棱大麦
'zhi'geng'wen 枝梗瘟
'guo'shi 过湿
'jian'zhuang'miao 健壮苗
'fu'zhi'dong 傅智东
'zai'pei'ji'wen 栽培积温
'fu'xian'an 呋酰胺
'sheng'wu'hua'xue'si'liao 生物化学饲料
'xian'ye'zao 线叶藻
'tu'chuan'ran'xing'ru'xian'yan 兔传染性乳腺炎
'bao'he'cha 饱和差
'zi'ben'wai'tao 资本外逃
'jian'li'le 建立了
'you'mang'de 有芒的
'gong'shang'lian 工商联
'wu'cha'fan'wei 误差范围
'yao'wen 要闻
'su'ning 苏宁
'ke'pu'tu'shu 科普图书
'fei'ji'pen'wu 飞机喷雾
'jin'zhi'ting'che 禁止停车
'qu'yang'wu'cha 取样误差
'lin'mu'sheng'zhang'liang 林木生长量
'tu'chuan'ran'xing'bi'yan 兔传染性鼻炎
'bi'wei'fu'mei'shuang 吡萎福美双
'guo'shui'ju 国税局
'ji'shu 计数
'chao'hui'tu 潮灰土
'huang're'bing 黄热病
'huan'jing'rong'liang 环境容量
'pian'hui'gui 偏回归
'xing'fen'ji 兴奋剂
'duo'shi'xing 多食性
'duo'chong 多重
'xin'zhong 信众
'ying'yang'de 营养的
'liang'zhong'liang'fa'shi'yan'shi'fan 良种良法试验示范
'yan'zhong'bu'zu 严重不足
'tu'bian'di'yi'dai 突变第一代
'he'sha 河沙
'xiao'jian'feng 小茧蜂
'xing'zhuang'dui 性状对
'mao'cao'ku 茅草枯
'sheng'tai'lv'you 生态旅游
'ji'wei 己未
'gao'mie'lin 高灭磷
'jiao'ti'rong'ye 胶体溶液
'gua'lei 瓜类
'he'an 河岸
'cheng'ben'li'run'lv 成本利润率
'shui'li'bu 水利部
'jing'shou'ru 净收入
'yao'qing 邀请
'fu'he'sheng'zhang'ci'ji'ji 复合生长刺激剂
'pei'nang 胚囊
'zhong'zi'zhi'wu 种子植物
'si'liao'xu'yao'liang 饲料需要量
'can'cha 残差
'pin'zhong'jian'za'jiao 品种间杂交
'fu'she'neng 辐射能
'ye'ge 野鸽
'fei'liao'sa'bu 肥料撒布
'nong'ye'sheng'chan'yuan'tou'guan'li'gong'zuo 农业生产源头管理工作
'jie'jing'zhi'kuang'wu 结晶质矿物
'hu'lv'jia'shuang'ling 琥铝甲霜灵
'chong'yan 重演
'guo'gan 过干
'dao're'lv 导热率
'qian'niao 千鸟
'zhu'tao'chong 猪绦虫
'tu'rang'diao'cha 土壤调查
'can'yin'lv'you 餐饮旅游
'su'xiao 速效
'xi'jun'su 细菌素
'dao'gu'shou'gou'dian 稻谷收购点
'zhi'xing 直行
'gong'cheng'cuo'shi 工程措施
'rou'yang 肉羊
'gui'yu 鲑鱼
'zhi'wu'yuan'yao'cai 植物原药材
'dao'wen'jing 稻瘟净
'hua'jian 化简
'qian'niu'xing 牵牛星
'dian'shi'ju 电视剧
'pu'ju'tang'mei 葡聚糖酶
'liu'suan'tong'gai 硫酸铜钙
'jin'zhi'kan'xing 禁止刊行
'jin'shu'gai 金属盖
'shui'guo'guan'tou 水果罐头
'ma'chuan'ran'xing'pin'xue 马传染性贫血
'yuan'ji'yin 原基因
'jiang'xi'sheng'gui'xi'xian'nong'yao'chang 江西省贵溪县农药厂
'hua'shan'jie 花山节
'qi'wei 气味
'han'sheng'xing'tai 旱生形态
'nong'ye'sheng'chan'yong'di'mian'ji 农业生产用地面积
'dang'fei'shou'jiao 党费收缴
'xian'jiao'tong'ju 县交通局
'bao'zhang'nong'ye'sheng'chan'an'quan 保障农业生产安全
'zhong'di'chan'tian'gai'zao 中低产田改造
'fei'liao'xiao'ying 肥料效应
'cheng'shu 成熟
'he'shi'feng'xian 何氏凤仙
'ma'mao 马毛
'da'suan 大蒜
'que'fa'you'huan'yi'shi 缺乏忧患意识
'xiang'la'zui 香辣罪
'gai'shan'sheng'huo'tiao'jian 改善生活条件
'nong'ji'gong'ye 农机工业
'zhai'ye'ye'tou'dou 窄叶野头豆
'dao'guan'an'qu 道管暗渠
'ying'yong'de'zhu'yao'zuo'wu 应用的主要作物
'bai'yang 摆秧
'yin'shu'zhi 吲熟酯
'xuan'ze 选择
'mian'zhi'shou'yi'fa 棉纸收蚁法
'hua'ya'xing'cheng 花芽形成
'nong'yong'zhuang'zai'ji 农用装载机
'tian'cai'jing'xuan'ji 甜菜精选机
'jie'ben'zeng'shou 节本增收
'zhi'wu'bei'fu 植物被覆
'zhun'bei'gong'zuo 准备工作
'bei'jing'ya'ge'nong'sheng'wu'yao'ye'you'xian'gong'si 北京亚戈农生物药业有限公司
'jiang'su'sheng'shuang'ling'hua'gong'ji'tuan'you'xian'gong'si 江苏省双菱化工集团有限公司
'sheng'li'bing 生理病
'yi'xian'hua 乙酰化
'zhi'bu'hui'yi 支部会议
'ke'ka'yin 可卡因
'gong'sheng'gu'dan'xi'jun 共生固氮细菌
'bao'yi'fei'liao 包衣肥料
'zu'zhi'qin'he'xing 组织亲和性
'ruo'suan'xing'de 弱酸性的
'zi'nang 子囊
'mu'shi 木虱
'xian'gan'zhe'shi'yan'ji'shu'tui'guang'zhan 县甘蔗试验技术推广站
'qing'dao'shuang'shou'nong'yao'hua'gong'you'xian'gong'si 青岛双收农药化工有限公司
'nie'zu'er'xing 蹑足而行
'jiang'pian 浆片
'yun'tai'su'nei'zhi 芸苔素内脂
'ru'cao 褥草
'fang'chong'shua 防冲刷
'xian'jun'qing 线菌清
'di'cao'suo 敌草索
'da'dou'san'deng'pin 大豆三等品
'nong'ye'jing'ji'li'lun 农业经济理论
'guang'wen 光温
'he'yi'zhi 核移植
'fan'xiao'hua'xi'jun 反硝化细菌
're'fen'xi 热分析
'zhang'shang'qiang 张尚强
'jian'she'gong'zuo 建设工作
'zao'shu'li 早熟梨
'zhu'yao'mo'shi 主要模式
'hou'chi 后翅
'ya'ke'yi'sheng 牙科医生
'yang'si'huan'su 氧四环素
'sheng'da'xue'yuan 升达学院
'bo'si 薄饲
'chui'zhi'kang'xing 垂直抗性
'hu'fen'ceng 糊粉层
'si'liao'fen'xuan'ji 饲料分选机
'ti'chu 剔除
'cha'li'wen'xiang'jia 茶丽纹象甲
'shan'hu'zhuang 珊瑚状
'gai'cao'neng 盖草能
'yi'jia'xin'liu'lin 乙甲辛硫磷
'ying'ke'song 迎客松
'hai'cao 海草
'nong'ye'lao'dong'li'li'yong'lv 农业劳动力利用率
'pin'zhong'deng'ji 品种登记
'ban'zhen'shang'han 斑疹伤寒
'xiong'guan 雄冠
'zhong'guo'fu'li'hui 中国福利会
'si'yang'you'liang'can'zhong 饲养优良蚕种
'dao'ji'yuan'chun 稻棘缘蝽
'sen'lin'sheng'cao'tu 森林生草土
'zhi'mu'zhu 支木柱
'mian'hua'ye'shao'bing 棉花叶烧病
'wu'chi'pa 无齿耙
'dan'cheng'piao 单程票
'liu'mian'ji 硫面积
'ju'dan'yi'xiong'rui'de 具单一雄蕊的
'leng'que'qi 冷却器
'ji'ben'jian'she'xiang'mu'an'li'shu'guan'xi'fen'zu 基本建设项目按隶属关系分组
'da'zhong'xing'tuo'la'ji 大中型拖拉机
'ji'xie'chou'yang 机械抽样
'zheng'gai'shi'shi'fang'an 整改实施方案
'zhong'hua'quan'guo'fu'nv'lian'he'hui 中华全国妇女联合会
'lu'bian'shi 路边石
'di'le'an 地乐胺
'ni'wen 逆温
'hong'ling'chong'xing'you'su 红铃虫性诱素
'wan'shuang 晚霜
'nong'min'pei'xun'ji'di 农民培训基地
'fei'liao'hun'he 肥料混合
'ji'yin'tu'bian 基因突变
'xing'ren'di'xia'tong'dao 行人地下通道
'jing'mao'lv 净毛率
'you'zhi'gao'xiao'shu'cai'chan'ye 优质高效蔬菜产业
'nong'cun'dang'yuan'da'pei'xun'huo'dong 农村党员大培训活动
'ya'ma'zhi'shu'ji 亚麻栉梳机
'tian'ran'yang'fen 天然养分
'yi'suan'su 乙蒜素
'dun'miao'qi 蹲苗期
'yan'mai'ku 燕麦枯
'jiao'tong'jing'cha 交通警察
'bi'ye'lun'wen 毕业论文
'xian'sui 鲜穗
'zuo'wu'qi'xiang 作物气象
'tuo'gang'can 脱肛蚕
'jing'jia'fang'mu 颈枷放牧
'xi'guang 喜光
'an'di'si 安底斯
'pin'lv 频率
'jin'qi 近期
'du'zhong 杜仲
'bei'jing'lv'ye'shi'ji'ri'hua'yong'pin'you'xian'gong'si 北京绿叶世纪日化用品有限公司
'fang'yu'xing'mei 防御性酶
'yi'xing'pei'zi 异形配子
'qi'hou'bian'hua 气候变化
'yan'cao'hei'jing'bing 烟草黑胫病
'cheng'xue'guan'xi'bao'liu 成血管细胞瘤
'sheng'wu'wu'ran 生物污染
'an'tuo 安妥
'bo'tian 薄田
'sheng'wu'fei'liao 生物肥料
'ji'zhu'zhuan'yi'xing 寄主专一性
'shi'leng'wei'sheng'wu 嗜冷微生物
'xi'bao'zu'zhi 细胞组织
'zao'zi 凿子
'xu'qin'si'yang'liang 畜禽饲养量
'san'huan'xi 三环锡
'lao'wu'shou'ru 劳务收入
'tuan'li 团粒
'luo'wei 螺威
'qi'ti'fei'liao 气体肥料
'nong'ye'sheng'chan'gong'chang'hua 农业生产工厂化
'shan'dong'sheng'qing'dao'hai'bei'er'hua'gong'you'xian'gong'si 山东省青岛海贝尔化工有限公司
'nan'jian 南涧
'jia'jun'gen 假菌根
'jian'si'sheng'chan 茧丝生产
'sheng'jin'te 圣津特
'yu'zhuang'de 羽状的
'guang'xi'an'tai'hua'gong'you'xian'ze'ren'gong'si 广西安泰化工有限责任公司
'fen'sha'tu 粉砂土
'liang'xing'dian'jie'wu 两性电解物
'xian'wan 险弯
'ying'hua'shi'gao'ceng'tu'rang 硬化石膏层土壤
'dan'he'xi'bao'zeng'duo 单核细胞增多
'jing'xuan'ji 精选机
'li'zi'hua 离子化
'zhong'jian'za'zhong'hua 种间杂种化
'zeng'chan'an 增产胺
'fu'jian'yong'chun'xian'jie'jing'ri'hua'you'xian'gong'si 福建永春县洁净日化有限公司
'ni'wen'ceng 逆温层
'yu'yu 余煜
'sheng'chan'zi'liao'xiao'shou 生产资料销售
'mao'shen'chang'xing 毛伸长性
'hua'shan 花山
'ru'fang'an'mo 乳房按摩
'kang'yang'hua'ji 抗氧化剂
'fu'lv'zhong 腹率中
'fu'jian'sheng'jin'ze'jing'xi'hua'gong'you'xian'gong'si 福建省金泽精细化工有限公司
'zhi'bao'ji'xie 植保机械
'shan'yang'dou 山羊豆
'dao'zhi'zong'ji'ma 稻直鬃蓟马
'gao'liang 高粱
'lian'shou'da'zao 联手打造
'ran'se'dan'ti 染色单体
'tu'rang 土壤
'liang're'fa 量热法
'zhi'bing'xing 致病性
'zhi'fang 脂肪
'shi'he'xing'ce'yan 适合性测验
'san'shu 三熟
'dan'zi 担子
'mi'zuo'kui'lin'suan 咪唑喹啉酸
'kang'dao 抗倒
'xia'shu 下述
'kong'tiao 空调
'xun'huan'ji'jin 循环基金
'tu'nian'ye'liu 兔粘液瘤
'shi'gu'hou 事故后
'gai'hao 盖好
'lian'zheng'dang'an 廉政档案
'ren'xing'dao 人行道
'yang'cong'ying 洋葱蝇
'guo'jia'zeng'jia'tou'zi 国家增加投资
'ruan'hua 软化
'si'nie 死蘖
'jiang'xi'dun'pai'hua'gong'you'xian'ze'ren'gong'si 江西盾牌化工有限责任公司
'su'guan 速灌
'ge'xiang'zhen'nong'ye'fu'wu'zhong'xin 各乡镇农业服务中心
'zhu'sha'ye'man 朱砂叶瞒
'liu'qiang 硫羟
'geng'ma'xian 耿马县
'gang'wei'ze'ren'zhi 岗位责任制
'sheng'zhi 生殖
'mai'lei'bai'fen'bing 麦类白粉病
'nong'ye'ke'ji'xin'xi'wang 农业科技信息网
'ban'shi'run'dai 半湿润带
'xian'wei'shou'shu 显微手术
'gao'yuan'qi'hou 高原气候
'can'ju'xiao'du 蚕具消毒
'shang'yang'cun 上洋村
'jun'tiao 菌条
'zhai'xing 窄行
'xian'jiang 现将
'bu'dai 步带
'gai'fei 钙肥
'zeng'xiao'jia'an'lin 增效甲胺磷
'dan'ye'de 单叶的
'zu'zhi'fen'hua 组织分化
'sheng'wu'dian 生物电
'tai'ping 太平
'kang'xi'fen'li 糠粞分离
'shi'xiu'shu 示修术
'zhong'duo 众多
'mei'fan'ying'qi 酶反应器
'hao'wei'miao 毫微秒
'bing'xiu'di'bai'chong 丙溴敌百虫
'an'shi 按时
'lin'chan'pin'chan'liang 林产品产量
'xiao'yu 小于
'han'guo'jin'xing'jing'mi'hua'xue'zhu'shi'hui'she 韩国进兴精密化学株式会社
'bo'mei'bi'zhong'ji 波美比重计
'ku'shen'yin'lian'su 苦参印楝素
'yi'bian'liang 依变量
'han'yu'yang 旱育秧
'ding'yi 丁乙
'xiao'ye'jia 肖叶甲
'zou'lang 走廊
'sha'mo'hua 沙漠化
'feng'mei 风媒
'san'huan'bing'zuo 三环丙唑
'long'de 龙的
'guo'yang'qing'mei 过氧氢酶
'nong'qing 农情
'sheng'huang'di 生荒地
'bi'xi'pu'cao'jing 吡西扑草净
'ji'suan 己酸
'zuo'dao 做到
'lian'ju'que'man'te 联菊炔螨特
'shou'yi'fang'fa 收蚁方法
'cao'mei'she'yan'bing 草莓蛇眼病
'zhou'ye'gan'lan 皱叶甘蓝
'ying'xiang'le 影响了
'shi'deng'di 十等地
'ci'gu'ling 茨菰灵
'ku'nao 苦脑
'ke'tu'bian'xing 可突变性
'yi'sai'ang 乙塞昂
'jia'na'da'shi 加拿大屎
'cai'tu'qi 采土器
'biao'xing'zhi 表型值
'fen'cong 分葱
'fen'jie 粪结
'ru'jun'su 乳菌素
'ji'jie'he'bing 鸡结核病
'zhi'cheng'pin 制成品
'sheng'huo'yong'dian 生活用电
'mian'shen'jing'ma'bi 面神经麻痹
'jiao'chong'bing 焦虫病
'wo'qu 我区
'an'ji'gua'tang'su 氨基寡糖素
'li'he'mu'mian 离核木棉
'shan'dong'shen'xing'nong'yao'you'xian'gong'si 山东神星农药有限公司
'she'hui'jing'ji'tong'ji 社会经济统计
'yi'lan 一栏
'fu'er'ma'lin'shi'hui'xiao'du 福尔马林石灰消毒
'shuang'zi'ye 双子叶
'qu'de'shi'xiao 取得实效
'nian'yong'liang 年用量
'pen'shi 喷施
'qi'yi 七一
'yin'ye'de 银叶的
'dong'wu'bao'hu 动物保护
'jia'kuai'wo'xian'jian'she'xiao'kang'she'hui'bu'fa 加快我县建设小康社会步伐
'shui'li'ji'chu'she'shi 水利基础设施
'guo'dong'de'shu'cai 过冬的蔬菜
'wa'tu 挖土
'yang'gai'he 杨改河
'mao'zhuang'you'chong 帽状幼虫
'shi'rui'shi'zhi 石蕊试纸
'mu'jing'shou'ru 亩净收入
'hong'ma'ye'mei'bing 红麻叶霉病
'fu'zhi'zi 复制子
'fen'zi'shai'ceng'xi'fa 分子筛层析法
'chi'dou 赤豆
'jin'zao 今早
'peng'guo'lin'suan'gai 硼过磷酸钙
'tuan'li'jie'gou 团粒结构
'shi'chong'kun'chong 食虫昆虫
'fang'zi 防渍
'pen'zai'zhi'wu 盆栽植物
'zhu'sun 竹荪
'lun'sheng'de 轮生的
'ti'lie 蹄裂
'gong'zuo'shang 工作上
'yi'ci'qun'luo 一次群落
'hai'mian'zhuang'de 海绵状的
'chao'qing 炒青
'ping'bian'xian 屏边县
'nai'yan'xing 耐盐性
'gan'hui'hua 干灰化
'zao'zi 糟渍
'kang'chong'xing 抗虫性
'ban'gan'han 半干旱
'xing'dong'ji'hua 行动计划
'shui'sheng'dong'wu 水生动物
'jiang'xi'sheng'hua'sheng'wu'nong'yao'you'xian'ze'ren'gong'si 江西盛华生物农药有限责任公司
'ping'ban'pei'yang'xiao'lv 平板培养效率
'xiao'ye'bing 小叶病
'yi'bing 疫病
'yun'nan'ri'bao 云南日报
'ya'ma'ban'dian'bing 亚麻斑点病
'ju'he'guo 聚合果
'mei'shi'zi'suan'yan 没食子酸盐
'huo'dong'fang'an 活动方案
'er'yang'hua'dan 二氧化氮
'xian'huang'ma'zhan 县黄麻站
'mao'pi'sheng'chan'xing 毛皮生产性
'gong'shi 共识
'xiao'zi'wang 肖子旺
'chun'xing 春性
'hou'mian'bao 猴面包
'jian'zhong'du 碱中毒
'nong'ye'qi'xiang'qing'bao 农业气象情报
'xue'ju 穴距
'gong'chu 公畜
'shui'fen'li'yong'xi'shu 水分利用系数
'gong'zuo'ji'lv'song'xie 工作纪律松懈
'huan'qiang'man 环羟螨
'hua'ning 华宁
'lu'quan'xian 禄劝县
'chang'ming'ju 长命菊
'duo'chong'fan'wei 多重范围
'qian'bo 浅薄
'shuang'se'sui 双色穗
'mian'gen'ya 棉根蚜
'jiao'you 交由
'tu'rang'suan'du 土壤酸度
'bi'chong'san'zuo'xi 吡虫三唑锡
'sang'shu'shang'zu'zhi'pei'yang 桑竖伤组织培养
'jing'pai'lin'hun'ji 净哌磷混剂
'qu'xiang'yu 趋向于
'da'ke'che 大客车
'xin'jian'zhao'qi'chi 新建沼气池
'sui'ji'bi'li'chou'yang'fa 随机比例抽样法
'xiang'qian'tu 镶嵌图
'mi'feng'bai'e'bing 蜜蜂白垩病
'fu'mei'xin 福美锌
'zhong'zhi'chan'liang'qing'kuang 种植产量情况
'zao'sheng'kuai'fa 早生快发
'sheng'chan'zi'jin'jing'chan'zhi'lv 生产资金净产值率
'huan'ji'ji'jia'suan'xin 环己基甲酸锌
'ti'xu'dao 剃须刀
'he'gu'lian'dao'jun'bing 禾谷镰刀菌病
'mo'jing'tu 漠境土
'mian'hua'hui'mei'bing 棉花灰霉病
'dou'shi'ye'ye'ming 豆蚀叶野螟
'chu'qun 畜群
'fu'chi'zi'jin 扶持资金
'yi'yi 异议
'wu'li'bai'xue'qiu 无粒白血球
'biao'xing 表型
'ping'pu'che'zhou'cao 平铺车轴草
'jiang'su'san'xiao'ji'tuan'you'xian'gong'si 江苏三笑集团有限公司
'sui'jie'shi'ji 穗结实剂
'liu'dai 硫甙
'bao'zhi 报纸
'kai'duan 开端
'zi'zhi'qu'nong'ye'ting 自治区农业厅
'wei'shi'ji 威士忌
'tuo'se 驼色
'kang'bing'yu'zhong 抗病育种
'hu'jiao'jian 胡椒硷
'di'wei'ni'tan'zhao'ze 低位泥炭沼泽
'la'jiao'su 辣椒素
'lv'you'jie 旅游节
'zheng'chang'shui'wei 正常水位
'xin'pin'zhong'shi'fan'qu 新品种示范区
'ji'sheng'kun'chong 寄生昆虫
'ban'gong'tiao'jian 办公条件
'nong'fu'chan'pin'de'biao'zhun'liang 农副产品的标准量
'ju'ti'ji'shu'cuo'shi 具体技术措施
'ben'an 苯胺
'chan'liang'yu'ce 产量预测
'dang'yuan'de 党员的
'san'jiao'hua 三角花
'fan'hui'qi 返回期
'dang'de'shi'ba'jie'san'zhong'quan'hui'jing'shen 党的十八届三中全会精神
'lao'wu'ji'di 劳务基地
'shui'chan'ji'shu'tui'guang'zhan 水产技术推广站
'shui'jie'xing'suan'du 水解性酸度
'fan'qie'hei'mei'bing 番茄黑霉病
'wu'guang'ji'she 无光鸡舍
'xiu'bao'zi 锈孢子
'guang'xi'bo'bai'xian'da'xi'nan'nong'yao'chang 广西博白县大西南农药厂
'shan'fen'die 山粉蝶
'shang'qian'ren 上千人
'gua'pai'shou'liang 挂牌收粮
'lv'jiang'jun 绿僵菌
'xing'bai'deng'e 星白灯蛾
'qing'wu'yu'teng'tong 氰戊鱼藤酮
'hua'ye'bing 花叶病
'nai'dong'de 耐冬的
'suan'zhong'du 酸中毒
'liang'shu 凉薯
'zi'yang'ceng 滋养层
'mian'zi'tang 棉子糖
'ci'ma 雌马
'shang'ye'qu'dao 商业渠道
'chan'ye'lian 产业链
'dan'yuan 氮源
'si'liao'ji'liang'qi 饲料计量器
'bao'hu'sha'zhen'jun'ji 保护杀真菌剂
'you'cai'hei'ban'bing 油菜黑斑病
'feng'gan'tu 风干土
'jiang'su'sheng'nan'jing'hong'tai'yang'gu'fen'you'xian'gong'si 江苏省南京红太阳股份有限公司
'dan'xiang'se'pu 单向色谱
'ding'chong'xin'liu'lin 啶虫辛硫磷
'deng'zhao 灯罩
'xiu'jun'jing 溴菌腈
'hai'lu'feng 海陆风
'qian'yu'jian'tu 潜育碱土
'shan'dong'sheng'qing'dao'shi'jiao'nan'sheng'wu'nong'yao'chang 山东省青岛市胶南生物农药厂
'bin'si 濒死
'yi'que'chui'zui 乙炔吹嘴
'quan'guo'nong'ji'tui'guang'zhong'xin 全国农技推广中心
'qie'gen'chong 切根虫
'mai'hua 卖花
'ju'mian'zhuang'mao'de 具绵状毛的
'zhi'wu'zai'pei 植物栽培
'te'cao'ke 特草克
'zhen'fu 振幅
'xue'guan'shen'jing'bing 血管神经病
'zui'da'han'shui'rong'liang 最大含水容量
'kang'bing'xing'qiang 抗病性强
'qiu'ji'zai'pei 秋季栽培
'cai'ban'qian'ying 菜斑潜蝇
'leng'jiao'si'gua 棱角丝瓜
'ka'fei'zhi'xiao'du 咖啡枝小蠹
'jing'gang'bi'chong'lin 井冈吡虫啉
'yi'mu'cao 益母草
'da'huang'su'jia'mi 大黄素甲醚
'tu'rang'zhi'wu'qu'xi 土壤植物区系
'mei'gui 玫瑰
'xian'zhu'xing'ce'yan 显著性测验
'xiong'tian'e 雄天鹅
'hai'an'ping'yuan 海岸平原
'tu'rang'xing'zhi 土壤性质
'hong'la'jie 红蜡阶
'ji'hu'xi'dao'chang'dao'bing'du'xing'gu'zhi'shu'song'bing 鸡呼吸道肠道病毒性骨质疏松病
'shou'jing'si 受精丝
'fa'dong'qun'zhong 发动群众
'ji'jiu'che 急救车
'si'yu'shi 饲育室
'zi'ran'tu'bian 自然突变
'qiu'mu 楸木
'fu'dai'xin 福代锌
'shui'dao'nong'zuo'shui'dao'geng'zuo 水稻农作水稻耕作
'quan'nian'liang'shi'chan'liang 全年粮食产量
'lin'xian'an 邻酰胺
'hua'cu'sheng'zai'pei 花促生栽培
'kang'jun'su'nong'yao 抗菌素农药
'zhong'zi'jian'yan 种子检验
'cu'xian'wei 粗纤维
'yang'ji 阳极
'cao'she 草蛇
'du'shu'qiang 毒鼠强
'han'tian 旱田
'xin'ke'ji 新科技
'gao'liang'mang'ying 高粱芒蝇
'bi'chong'zhong'ding'wei 吡虫仲丁威
'bai'zhi'lin 百治磷
'wu'gong'hai'sheng'chan'ji'di 无公害生产基地
'yi'shi'cheng'xu 议事程序
'zeng'xiao'ding 增效丁
'hai'shui 海水
'quan'mian'zhang'wo 全面掌握
'xian'gan'zhe'zhan 县甘蔗站
'he'fei'jiu'yi'nong'ye'kai'fa'you'xian'gong'si 合肥久易农业开发有限公司
'rong'hua 熔化
'qin'dan 禽蛋
'li'qiang 力强
'wu'zi 物资
'wan'mu'you'zhi'gu'sheng'chan'ji'di 万亩优质谷生产基地
