'a'bo 阿勃
'sang'shu'shang'zu'zhi 桑竖伤组织
'sang'shu'shang'zu'zhi'pei'yang 桑竖伤组织培养
'sang'shu'zhi'pei'yang 桑书织培养
'sang'ye 桑叶
'sang'ye'cheng'fen 桑叶成分
'sang'ye'si'liao'jia'zhi 桑叶饲料价值
'sang'yuan 桑园
'sang'yuan'guan'li 桑园管理
'sang'zhi'ku'bing 桑枝枯病
'sang'zhi'tiao 桑枝条
'sang'zi'qing'jie'du 桑子清洁度
'sao'si'ji 缫丝机
'se'an'suan 色氨酸
'se'mang 色盲
'se'pu'fen'li'fa 色谱分离法
'se'ruan 色朊
'se'su 色素
'se'su'chen'zhuo 色素沉着
'se'su'chen'zhuo'zhang'ai 色素沉着障碍
'se'su'ti 色素体
'se'su'yuan 色素原
'sen'lin 森林
'sen'lin'cao'yuan'tu 森林草原土
'sen'lin'fu'chan'wu'si'liao 森林副产物饲料
'sen'lin'fu'zhi'tu 森林腐殖土
'sen'lin'ku'zhi'luo'ye'ceng 森林枯枝落叶层
'sen'lin'qi'hou 森林气候
'sen'lin'qi'xiang'xue 森林气象学
'sen'lin'sheng'cao'tu 森林生草土
'sen'lin'sheng'tai'xue 森林生态学
'sen'lin'tu 森林土
'sen'lin'tu'rang'xue 森林土壤学
'sen'lin'zhi'wu'xue 森林植物学
'sha'cao'min 杀草敏
'sha'chong 杀虫
'sha'chong'huo'xing 杀虫活性
'sha'chong'ji 杀虫剂
'sha'chong'ji'sa'bu'ji 杀虫剂撒布机
'sha'chong'mi 杀虫脒
'sha'chong'zhuo 杀虫酌
'sha'chong'zui 杀虫罪
'sha'ji'sheng'wu'ji 杀寄生物剂
'sha'jun'ji 杀菌剂
'sha'jun'zhuo 杀菌酌
'sha'li'pei'yang 砂砾培养
'sha'li'tu 砂砾土
'sha'liu 沙瘤
'sha'man'ji 杀螨剂
'sha'ming'liu'lin 杀螟硫磷
'sha'mo 沙漠
'sha'mo'hua 沙漠化
'sha'mo'lv'zhou 沙漠绿洲
'sha'mo'zhi'wu 沙漠植物
'sha'niao'ji 杀鸟剂
'sha'pei 砂培
'sha'pei'shi'yan 砂培试验
'sha'qiu 沙丘
'sha'qiu'sha'tu 沙丘沙土
'sha'qiu'tu'rang 沙丘土壤
'sha'qiu'ye'mai 沙丘野麦
'sha'rang'tu 砂壤土
'sha'ru'chong'ji 杀蠕虫剂
'sha'shang'yin'zi 杀伤因子
'sha'sheng'ji 杀生剂
'sha'sheng'ti'kang'xing 杀生体抗性
'sha'sheng'zhi'wu 砂生植物
'sha'shu'ji 杀鼠剂
'sha'shu'ling 杀鼠灵
'sha'tu 砂土
'sha'tu'zhi'wu 砂土植物
'sha'xi'jun'ji 杀细菌剂
'sha'xian'chong'ji 杀线虫剂
'sha'xiong'ji 杀雄剂
'sha'yan 砂岩
'sha'yan'tu'rang 砂岩土壤
'sha'yong 杀蛹
'sha'you'chong'ji 杀幼虫剂
'sha'zhen'jun'ji 杀真菌剂
'sha'zhen'jun'ji'nai'xing 杀真菌剂耐性
'sha'zhi'dao'tian 砂质稻田
'sha'zhi'de 沙质的
'sha'zhi'tu 砂质土
'sha'zhi'ye'yan 砂质页岩
'shai'ban 筛板
'shai'gan 晒干
'shai'guan 筛管
'shai'tian 晒田
'shai'xi 晒席
'shai'xuan'ji 筛选机
'shai'yan 筛眼
'shan'beng 山崩
'shan'chang'yan 闪长岩
'shan'dao 钐刀
'shan'dao'dao'pian 钐刀刀片
'shan'di'bing'zhao'tu 山地冰沼土
'shan'di'cao'dian'tu 山地草甸土
'shan'di'cao'yuan 山地草原
'shan'di'gan'cao'yuan'tu 山地干草原土
'shan'di'he'tu 山地褐土
'shan'di'hei'gai'tu 山地黑钙土
'shan'di'hong'rang 山地红壤
'shan'di'hong'zong'rang 山地红棕壤
'shan'di'huang'zong'rang 山地黄棕壤
'shan'di'hui'hua'tu 山地灰化土
'shan'di'hui'hua'zong'se'sen'lin'tu 山地灰化棕色森林土
'shan'di'hui'zong'rang 山地灰棕壤
'shan'di'li'gai'tu 山地栗钙土
'shan'di'qi'hou 山地气候
'shan'di'sen'lin'tu 山地森林土
'shan'di'tai'jia'lin'tu 山地泰加林土
'shan'di'tu 山地土
'shan'fen'die 山粉蝶
'shan'gu'chong'ji'tu 山谷冲积土
'shan'gu'shui'dao'tu 山谷水稻土
'shan'hong'kong'zhi 山洪控制
'shan'hong'lei 珊烘类
'shan'huang'di 山荒地
'shan'jie 山芥
'shan'jing'zi 山荆子
'shan'li'suan 山梨酸
'shan'li'tang 山梨糖
'shan'li'tang'chun 山梨糖醇
'shan'lu 山麓
'shan'lv'yan'tu'rang 闪绿岩土壤
'shan'mao'ju 山毛榉
'shan'mao'ju'jian'guo 山毛榉坚果
'shan'nan 陕南
'shan'po 山坡
'shan'pu'tao 山葡萄
'shan'qu 山区
'shan'qu'nong'ye 山区农业
'shan'sang 山桑
'shan'shi 闪石
'shan'tong 疝痛
'shan'xing'qian'he'ti 扇形嵌合体
'shan'yang 山羊
'shan'yang'chan'gao 山羊产羔
'shan'yang'dou 山羊豆
'shan'yang'fen'fei 山羊粪肥
'shan'yang'gao 山羊羔
'shan'yang'rou 山羊肉
'shan'yang'she 山羊舍
'shan'zhuang'zhe'zhou 扇状褶皱
'shan'zhuang'zheng'zhi 扇状整枝
'shan'zhuang'zheng'zhi'shu 扇状整枝树
'shan'zhuang'zu'zhi 栅状组织
'shang'bai'mi 上白米
'shang'cha 上茬
'shang'chun 上唇
'shang'cu 上簇
'shang'hai 伤害
'shang'han 伤寒
'shang'he'gu'gu'zhe 上颌骨骨折
'shang'liu'liang 伤流量
'shang'pei'ceng 上胚层
'shang'pei'zhou 上胚轴
'shang'pi 上皮
'shang'pi'de 上皮的
'shang'pin'pin'zhi 商品品质
'shang'pin'zhong'zi 商品种子
'shang'qing 墒情
'shang'wei 上位
'shang'wei'de 上位的
'shang'wei'zi'fang 上位子房
'shang'xia'wen 上下文
'shang'you 上游
'shang'yue 上月
'shao'geng 少耕
'shao'guo'de 少果的
'shao'hua'de 少花的
'shao'shi'liang 烧失量
'shao'tu 烧土
'shao'xiong'rui'de 少雄蕊的
'shao'ye 烧叶
'shao'zhi'peng'fei 烧制硼肥
'she'du'zhong'du 蛇毒中毒
'she'gen 舌根
'she'hui'jing'ji 社会经济
'she'ji'hong'shui'wei 设计洪水位
'she'jie 舌接
'she'jing 射精
'she'jing'guan 射精管
'she'jing'liang 射精量
'she'jing'nang 射精囊
'she'liang'fen'xi'fa 射量分析法
'she'si 舍饲
'she'tou'fang'xian'jun'bing 舌头放线菌病
'she'wen'guo'lin'suan'gai 蛇纹过磷酸钙
'she'wen'shi 蛇纹石
'she'wen'yan'tu 蛇纹岩土
'she'xian'fu'zhao 射线辐照
'she'xian'ji 射线计
'she'xian'zhao'xiang'fa 射线照相法
'she'xian'zhuang'zhi 射线装置
'she'xing'chong'bing 舌形虫病
'she'xing'guo'de 蛇形果的
'she'zhuang'hei'gai'tu 舌状黑钙土
'she'zhuang'ye'de 舌状叶的
'she'zu 涉足
'shen'bo 深播
'shen'ceng'fa'jiao 深层发酵
'shen'ceng'pei'yang 深层培养
'shen'chang 伸长
'shen'chu'wu 渗出物
'shen'guan 深灌
'shen'jing 神经
'shen'jing'chuan'di'jie'zhi 神经传递介质
'shen'jing'fan'she 神经反射
'shen'jing'ji'zhang'ai 神经肌障碍
'shen'jing'sheng'li 神经生理
'shen'jing'song'chi'ji 神经松弛剂
'shen'jing'wai'ke'xue 神经外科学
'shen'jing'xi'tong 神经系统
'shen'jing'xi'tong'ji'bing 神经系统疾病
'shen'lou 渗漏
'shen'lou'ce'ding'ji 渗漏测定计
'shen'lou'sun'shi 渗漏损失
'shen'me'yang 什么样
'shen'qie'chu'shu 肾切除术
'shen'qing'zhe 申请者
'shen'ru'shui 渗入水
'shen'se'bian'xing'tu 深色变性土
'shen'se'lin'rong'tu 深色淋溶土
'shen'se'shi'cheng'tu 深色始成土
'shen'shang'xian 肾上腺
'shen'shang'xian'du'su 肾上腺毒素
'shen'shang'xian'pi'zhi 肾上腺皮质
'shen'shang'xian'pi'zhi'su 肾上腺皮质素
'shen'shang'xian'su 肾上腺素
'shen'shang'xian'su'hong 肾上腺素红
'shen'shang'xian'su'ji'dao'xing'shen'jing 肾上腺素激导性神经
'shen'shang'xian'su'xing'de 肾上腺素性的
'shen'shang'xian'su'xue 肾上腺素血
'shen'shang'xian'sui'zhi 肾上腺髓质
'shen'shang'xian'sui'zhi'ji'su 肾上腺髓质激素
'shen'shang'xian'zai'tong 肾上腺甾酮
'shen'shi 审视
'shen'tou 渗透
'shen'tou'kong'xi 渗透孔隙
'shen'tou'neng'li 渗透能力
'shen'tou'xi'shu 渗透系数
'shen'tou'xie'po 渗透胁迫
'shen'tou'xing 渗透性
'shen'tou'ya 渗透压
'shen'tou'ya'ji 渗透压计
'shen'tou'zhi 渗透值
'shen'tou'zhong'li'shui 渗透重力水
'shen'xi 渗析
'shen'xiao'qiu'xing'shen'yan 肾小球性肾炎
'shen'yan 肾炎
'shen'ye'de 肾叶的
'shen'yu 甚于
'shen'yu'qing 沈煜清
'shen'zhan 肾盏
'shen'zhan'shi'ding'chi'ba 伸展式钉齿耙
'shen'zhi'yu 甚至于
'shen'zhong'du 砷中毒
'sheng'bu 省部
'sheng'cao'ceng 生草层
'sheng'cao'hua'guo'cheng 生草化过程
'sheng'cao'hui'hua'tu 生草灰化土
'sheng'cao'tu 生草土
'sheng'chan'neng 生产能
'sheng'chan'neng'li 生产能力
'sheng'chan'qian'li 生产潜力
'sheng'chan'qun 生产群
'sheng'chan'shi'jian 生产实践
'sheng'chan'shi'yan 生产试验
'sheng'chan'tan'huan 生产瘫痪
'sheng'chan'xing 生产性
'sheng'chan'xing'neng 生产性能
'sheng'chan'xing'neng'ce'ding 生产性能测定
'sheng'chan'za'jiao 生产杂交
'sheng'chu'ping'jia 牲畜评价
'sheng'chu'si'yang'fang'fa 牲畜饲养方法
'sheng'chu'tou'shu'pu'cha 牲畜头数普查
'sheng'chu'yun'dong'chang 牲畜运动场
'sheng'chu'zhen'liao'suo 牲畜诊疗所
'sheng'cun'huan'jing 生存环境
'sheng'cun'jing'zheng 生存竞争
'sheng'hua 生化
'sheng'hua'duo'tai'xing 生化多态性
'sheng'hua'fan'ying 生化反应
'sheng'hua'guo'cheng 生化过程
'sheng'hua'te'zheng 生化特征
'sheng'hua'wu 升化物
'sheng'hua'xuan'ze'xing 生化选择性
'sheng'hua'xue 生化学
'sheng'hua'xue'ji'zhi 生化学机制
'sheng'huang'di 生荒地
'sheng'huo'li 生活力
'sheng'huo'wu'shui 生活污水
'sheng'huo'yong'shui 生活用水
'sheng'huo'zhou'qi 生活周期
'sheng'ji'lun 生机论
'sheng'jiang 生姜
'sheng'jing 生境
'sheng'jing'nang 生精囊
'sheng'li'bian'hua 生理变化
'sheng'li'bing 生理病
'sheng'li'bu'yu'xing 生理不育性
'sheng'li'cheng'shu 生理成熟
'sheng'li'ci'ji 生理刺激
'sheng'li'di 生理第
'sheng'li'fan'ying 生理反应
'sheng'li'fen'hua 生理分化
'sheng'li'gan'han 生理干旱
'sheng'li'ge'li 生理隔离
'sheng'li'huo'xing'wu'zhi 生理活性物质
'sheng'li'ji'neng 生理机能
'sheng'li'jian'xing'fei'liao 生理碱性肥料
'sheng'li'luo'guo 生理落果
'sheng'li'sheng'hua'xue'te'xing 生理生化学特性
'sheng'li'suan'xing'fei'liao 生理酸性肥料
'sheng'li'te'xing 生理特性
'sheng'li'xing'zhuang 生理性状
'sheng'li'xuan'ze'xing 生理选择性
'sheng'li'xue 生理学
'sheng'li'yao'qiu 生理要求
'sheng'li'yi'chuan'xue 生理遗传学
'sheng'li'zai'sheng'xian'xiang 生理再生现象
'sheng'li'zhang'ai 生理障碍
'sheng'li'zhong'xing'fei'liao 生理中性肥料
'sheng'li'zhuo 生理酌
'sheng'ming'de 生命的
'sheng'ming'li 生命力
'sheng'ming'xiao'ti 生命小体
'sheng'ming'you'ji'ti 生命有机体
'sheng'qi 盛期
'sheng'qiu'gen'de 生球根的
'sheng'se'xi'jun 生色细菌
'sheng'shi'hui 生石灰
'sheng'shi'qi 盛食期
'sheng'si 生丝
'sheng'tai'bian'hua 生态变化
'sheng'tai'cha'xing 生态差型
'sheng'tai'chu'li 生态处理
'sheng'tai'huan'jing 生态环境
'sheng'tai'qi'hou 生态气候
'sheng'tai'qi'hou'xue 生态气候学
'sheng'tai'qun 生态群
'sheng'tai'sheng'li 生态生理
'sheng'tai'sheng'li'xue 生态生理学
'sheng'tai'tu'xing 生态土型
'sheng'tai'xi 生态系
'sheng'tai'xing 生态型
'sheng'tai'xing'zhuang 生态性状
'sheng'tai'xuan'ze'xing 生态选择性
'sheng'tai'xue 生态学
'sheng'tai'yin'su 生态因素
'sheng'tai'zhong 生态种
'sheng'wu'bian'zhi 生物变质
'sheng'wu'bing 生物病
'sheng'wu'cui'hua'ji 生物催化剂
'sheng'wu'dan 生物氮
'sheng'wu'di'qiu'hua'xue'xun'huan 生物地球化学循环
'sheng'wu'dian 生物电
'sheng'wu'du'su 生物毒素
'sheng'wu'fa'yu 生物发育
'sheng'wu'fan'ying'qi 生物反应器
'sheng'wu'fang'zhi 生物防治
'sheng'wu'fei'liao 生物肥料
'sheng'wu'fen'bu'xue 生物分布学
'sheng'wu'fen'lei'xue 生物分类学
'sheng'wu'feng'hua 生物风化
'sheng'wu'gan'shou'qi 生物感受器
'sheng'wu'gong'cheng 生物工程
'sheng'wu'he'cheng 生物合成
'sheng'wu'hua'xue'si'liao 生物化学饲料
'sheng'wu'huan'jing 生物环境
'sheng'wu'huo'xing'wu'zhi 生物活性物质
'sheng'wu'jian 生物碱
'sheng'wu'jian'ding 生物检定
'sheng'wu'jian'yan 生物检验
'sheng'wu'jie 生物界
'sheng'wu'jie'lv 生物节律
'sheng'wu'jin'hua 生物进化
'sheng'wu'jing'zheng 生物竞争
'sheng'wu'ju'he'wu 生物聚合物
'sheng'wu'lei'ji 生物累积
'sheng'wu'liang 生物量
'sheng'wu'neng 生物能
'sheng'wu'nong'yao 生物农药
'sheng'wu'nong'ye 生物农业
'sheng'wu'qi'hou 生物气候
'sheng'wu'qi'hou'dai 生物气候带
'sheng'wu'qi'hou'qu 生物气候区
'sheng'wu'qi'hou'xue 生物气候学
'sheng'wu'qi'ti 生物气体
'sheng'wu'qi'xiang'xue 生物气象学
'sheng'wu'qin'shi 生物侵蚀
'sheng'wu'qun'luo 生物群落
'sheng'wu'qun'luo'xue 生物群落学
'sheng'wu'qun'xi 生物群系
'sheng'wu'ran'liao 生物燃料
'sheng'wu're'xiao'du 生物热消毒
'sheng'wu'sheng'tai'te'xing 生物生态特性
'sheng'wu'su 生物素
'sheng'wu'tong'ji 生物统计
'sheng'wu'wei'hai 生物危害
'sheng'wu'wu'li'hua'xue 生物物理化学
'sheng'wu'wu'li'xue 生物物理学
'sheng'wu'wu'ran 生物污染
'sheng'wu'wu'zhi'xun'huan 生物物质循环
'sheng'wu'xiang 生物相
'sheng'wu'xiao'guo 生物效果
'sheng'wu'xing 生物型
'sheng'wu'xing'wu'ran 生物性污染
'sheng'wu'xing'you'du'wu'zhi 生物性有毒物质
'sheng'wu'xu'yang'liang 生物需氧量
'sheng'wu'xue 生物学
'sheng'wu'xue'ban'shuai'qi 生物学半衰期
'sheng'wu'xue'chen'ji'yan 生物学沉积岩
'sheng'wu'xue'de'bao'hu 生物学的保护
'sheng'wu'xue'de'huo'xing 生物学的活性
'sheng'wu'xue'ding'lv 生物学定律
'sheng'wu'xue'guo'cheng 生物学过程
'sheng'wu'xue'shi'jian 生物学时间
'sheng'wu'xue'te'xing 生物学特性
'sheng'wu'xue'xi'shou'neng'li 生物学吸收能力
'sheng'wu'xue'yao'qiu 生物学要求
'sheng'wu'yin'su 生物因素
'sheng'wu'zhen'duan 生物诊断
'sheng'wu'zhuan'hua 生物转化
'sheng'xing'feng 盛行风
'sheng'yu'chu'qi 生育初期
'sheng'yu'fang'cha 剩余方差
'sheng'yu'fen 生育酚
'sheng'yu'hou'ban'qi 生育后半期
'sheng'yu'hou'ban'qi'fei'liao 生育后半期肥料
'sheng'yu'ji'wen 生育积温
'sheng'yu'kang'yuan 剩余抗原
'sheng'yu'qian'ban'qi 生育前半期
'sheng'yu'qian'ban'qi'fei'liao 生育前半期肥料
'sheng'yu'ri'shu 生育日数
'sheng'yu'shi'qi 生育适期
'sheng'yu'wu'cha 剩余误差
'sheng'yu'xiang 生育相
'sheng'yuan'de 生源的
'sheng'yuan'shuo 生源说
'sheng'yuan'ti 生源体
'sheng'yun'ping'zhuang'zai'ji 升运平装载机
'sheng'yun'qi 升运器
'sheng'yun'zhuang'zhi 升运装置
'sheng'zai'he'zhong'de 生在河中的
'sheng'zhang 生长
'sheng'zhang'ci'ji'ji 生长刺激剂
'sheng'zhang'cu'jin'ji 生长促进剂
'sheng'zhang'di 生长第
'sheng'zhang'di'su 生长第素
'sheng'zhang'di'wu'zhi 生长第物质
'sheng'zhang'dian 生长点
'sheng'zhang'ding'lv 生长定律
'sheng'zhang'fa'yu 生长发育
'sheng'zhang'fen'xi'fa 生长分析法
'sheng'zhang'guo'cheng 生长过程
'sheng'zhang'huan'jing 生长环境
'sheng'zhang'ji'su 生长激素
'sheng'zhang'jie'duan 生长阶段
'sheng'zhang'li 生长力
'sheng'zhang'liang 生长量
'sheng'zhang'mo'xing 生长模型
'sheng'zhang'neng'li 生长能力
'sheng'zhang'qi 生长期
'sheng'zhang'qu'xian 生长曲线
'sheng'zhang'shi'yan 生长试验
'sheng'zhang'su 生长素
'sheng'zhang'te'xing 生长特性
'sheng'zhang'wu'zhi 生长物质
'sheng'zhang'xi'xing 生长习性
'sheng'zhang'xing 生长型
'sheng'zhang'yi'zhi 生长抑制
'sheng'zhang'yi'zhi'ji 生长抑制剂
'sheng'zhang'yi'zhi'ji'su 生长抑制激素
'sheng'zhang'yi'zhi'lv 生长抑制率
'sheng'zhang'yun'dong 生长运动
'sheng'zhang'zhen'duan 生长诊断
'sheng'zhang'zhi'shu 生长指数
'sheng'zhang'zhou'qi 生长周期
'sheng'zhang'zhuang'tai 生长状态
'sheng'zhang'zhuang'tai'zhi'shu 生长状态指数
'sheng'zhang'zhui 生长锥
'sheng'zhi 生殖
'sheng'zhi'jun'si 生殖菌丝
'sheng'zhi'ke 生殖窠
'sheng'zhi'pie'bing 生殖撇病
'sheng'zhi'qi 生殖器
'sheng'zhi'sheng'zhang 生殖生长
'sheng'zhi'sheng'zhang'qi 生殖生长期
'sheng'zhi'xi'bao 生殖细胞
'sheng'zhi'xi'tong 生殖系统
'sheng'zhi'xian 生殖腺
'sheng'zhi'zhang'ai 生殖障碍
'sheng'zhuang'gen'de 绳状根的
'shi'ba 石坝
'shi'cao'de 食草的
'shi'cao'dong'wu 食草动物
'shi'ce 实测
'shi'cha're'fen'xi 示差热分析
'shi'chang 时常
'shi'cheng'tu 始成土
'shi'chong'de 食虫的
'shi'chong'dong'wu 食虫动物
'shi'chong'kun'chong 食虫昆虫
'shi'chong'zhi'wu 食虫植物
'shi'ci 螫刺
'shi'cong'e 侍从蛾
'shi'dai 世代
'shi'dai'jian'ge 世代间隔
'shi'dai'jiao'ti 世代交替
'shi'dai'ping'jun'shui'ping 世代平均水平
'shi'dai'shi'jian 世代时间
'shi'dao 食道
'shi'dao'chuang'shang 食道创伤
'shi'dao'geng'se 食道梗塞
'shi'de 蚀的
'shi'di 湿地
'shi'di'tu'rang 湿地土壤
'shi'diao'bai 石刁柏
'shi'du 湿度
'shi'du 适度
'shi'du'ji 湿度计
'shi'du'zhi'shu 湿度指数
'shi'du'zi'ji'qu'xian 湿度自记曲线
'shi'duan 时段
'shi'er'liao'fa'si'liao 食饵疗法饲料
'shi'er'si'yang 食饵饲养
'shi'fang'ji'su 释放激素
'shi'fang'yin'zi 释放因子
'shi'fei 施肥
'shi'fei'biao'zhun 施肥标准
'shi'fei'dao'xiang'qi 施肥导向器
'shi'fei'fang'fa 施肥方法
'shi'fei'liang 施肥量
'shi'fei'shi'qi 施肥时期
'shi'fei'tiao'jian 施肥条件
'shi'fei'wei'zhi 施肥位置
'shi'fei'yong'ju 施肥用具
'shi'fei'zhi'du 施肥制度
'shi'fen'de 嗜粪的
'shi'fen'liao 湿粉料
'shi'fen'xing 食粪性
'shi'gai'zhi'wu 适钙植物
'shi'gan 实干
'shi'gao 石膏
'shi'gao'ceng'tu'rang 石膏层土壤
'shi'gao'gan'dui'fei 施稿秆堆肥
'shi'gao'gan'han'tu 石膏干旱土
'shi'gao'hua'guo'cheng 石膏化过程
'shi'gao'xing'tu'rang 石膏性土壤
'shi'guan 试管
'shi'guan'nei 试管内
'shi'guan'nei'yu'zhong 试管内育种
'shi'guan'zhi'wu 试管植物
'shi'guang'he'cheng 视光合成
'shi'guang'he'shi 视光合势
'shi'hai 湿害
'shi'han'de 适旱的
'shi'hao'zui 嗜好罪
'shi'he'xing 适合性
'shi'hua 石化
'shi'hui 石灰
'shi'hui'dan 石灰氮
'shi'hui'de 石灰的
'shi'hui'han'liang 石灰含量
'shi'hui'hua'fei 石灰化肥
'shi'hui'jia'fei 石灰钾肥
'shi'hui'liu'huang'he'ji 石灰硫磺合剂
'shi'hui'sa'bu'ji 石灰撒布机
'shi'hui'shi'fen 石灰石粉
'shi'hui'xing'bai'yun'shi 石灰性白云石
'shi'hui'xing'chong'ji'tu 石灰性冲积土
'shi'hui'xing'cu'gu'tu 石灰性粗骨土
'shi'hui'xing'hei'gai'tu 石灰性黑钙土
'shi'hui'xing'hei'tu 石灰性黑土
'shi'hui'xing'li'gai'tu 石灰性栗钙土
'shi'hui'xing'lin'rong'tu 石灰性淋溶土
'shi'hui'xing'ning'hui'yan 石灰性凝灰岩
'shi'hui'xing'qian'yu'tu 石灰性潜育土
'shi'hui'xing'shi'cheng'tu 石灰性始成土
'shi'hui'xing'tu'rang 石灰性土壤
'shi'hui'xu'yao'liang 石灰需要量
'shi'hui'yan 石灰岩
'shi'ji'fei 施基肥
'shi'ji'zhi 实际值
'shi'jia 失架
'shi'jian 世间
'shi'jian 事件
'shi'jian'chang 事件场
'shi'jian'de 适碱的
'shi'jian'xi'bao 嗜碱细胞
'shi'jian'xing 嗜碱性
'shi'jie'zhong 世界种
'shi'juan 试卷
'shi'jun 噬菌
'shi'jun'ban'za'jiao 噬菌斑杂交
'shi'jun'ti 噬菌体
'shi'jun'ti'yuan 噬菌体原
'shi'jun'ti'zai'ti 噬菌体载体
'shi'kong 时空
'shi'kou'xing 适口性
'shi'kuai'an'qu 石块暗渠
'shi'la 石蜡
'shi'leng'wei'sheng'wu 嗜冷微生物
'shi'li 实例
'shi'li'zhang'ai 视力障碍
'shi'liang 矢量
'shi'liu 屎流
'shi'liu 石榴
'shi'long'gou'fei 施垄沟肥
'shi'luo 莳萝
'shi'luo'sui 拾落穗
'shi'lv'fei 施绿肥
'shi'ma'zui 使麻醉
'shi'mao 螫毛
'shi'mao'pi 食毛癖
'shi'mei 石煤
'shi'mian 嗜眠
'shi'mian'de 嗜眠的
'shi'nei'yu 室内育
'shi'qing'gong'niu 试情公牛
'shi'qing'yang 试情羊
'shi'qing'zhu 试情猪
'shi'rou'de 食肉的
'shi'rou'dong'wu 食肉动物
'shi'rui 石蕊
'shi'run'dai 湿润带
'shi'run'guan'gai 湿润灌溉
'shi'run'ji 湿润剂
'shi'run'qi'hou 湿润气候
'shi'run'xing 湿润性
'shi'run'zhi'shu 湿润指数
'shi'sang 湿桑
'shi'sheng 师生
'shi'sheng'zhi'wu 湿生植物
'shi'sheng'zhi'wu 石生植物
'shi'shi 适湿
'shi'shi'qiu'shi 事实求是
'shi'shi'xiao'du 湿式消毒
'shi'shu 时数
'shi'shu 柿树
'shi'song'lei 石松类
'shi'suan'de 适酸的
'shi'suan'xue'qiu 嗜酸血球
'shi'suan'zhi'wu 适酸植物
'shi'ti'jian'pou 尸体检剖
'shi'tiao 失调
'shi'tui'dao'ji 示推倒机
'shi'wei 食味
'shi'wei'fa 湿喂法
'shi'wei'qiang 石围墙
'shi'wen 室温
'shi'wen'xing'xian'wei'su'fen'jie'xi'jun 适温性纤维素分解细菌
'shi'xi'bao 噬细胞
'shi'xing 食性
'shi'xiu'shu 示修术
'shi'xue 示学
'shi'xue'gan'jun 嗜血杆菌
'shi'yan'de 实验的
'shi'yan'de 适盐的
'shi'yan'di 试验地
'shi'yan'dong'wu 实验动物
'shi'yan'kong'jian 试验空间
'shi'yan'pai'lie 实验排列
'shi'yan'she'ji 试验设计
'shi'yan'tian 试验田
'shi'yan'wu'cha 试验误差
'shi'yan'xiao'qu 试验小区
'shi'yan'yi'qi 实验仪器
'shi'yan'yin'su 试验因素
'shi'yan'yin'zi'xuan'ze 试验因子选择
'shi'yan'yu'bao 实验预报
'shi'yan'yu'cha 实验预察
'shi'yan'za'jiao 试验杂交
'shi'yan'zai'pei 试验栽培
'shi'yan'zhi 实验值
'shi'yan'zhong'du 食盐中毒
'shi'yan'zu 试验组
'shi'yang'de 适阳的
'shi'yao 试药
'shi'ye 试液
'shi'ying 石英
'shi'ying 适应
'shi'ying'ban'yan 石英斑岩
'shi'ying'ji 适应计
'shi'ying'mei 适应酶
'shi'ying'xing 适应性
'shi'yong 使用
'shi'yong 适用
'shi'yong'liang 使用量
'shi'yong'pin'zhong 实用品种
'shi'yong'shi'hui 施用石灰
'shi'yong'xing 实用性
'shi'yong'yu 适用于
'shi'yong'zui 食用罪
'shi'yu'ci 弑肀趀
'shi'yu'pin'zhi 食欲品质
'shi'yu'yi'zhi'ji 食欲抑制剂
'shi'yu'zhi'wu 适雨植物
'shi'zai'pei 示栽培
'shi'zha'kun'zhuang'zhi 师扎捆装置
'shi'zhen 湿疹
'shi'zhi 使之
'shi'zhi 时值
'shi'zhi'tu 石质土
'shi'zhi'wu'de 食植物的
'shi'zhong 失重
'shi'zhong 式中
'shi'zhong 湿重
'shi'zi'hua'ke'shu'cai 十字花科蔬菜
'shi'zi'hua'ke'zhi'wu 十字花科植物
'shi'zi'la 柿子辣
'shi'zi'xing'de 十字形的
'shi'zong 示踪
'shou'cha 手叉
'shou'chu 手锄
'shou'di 瘦地
'shou'dong'beng 手动泵
'shou'dong'liu'huang'pen'fen'ji 手动硫磺喷粉机
'shou'dong'pen'wu'qi 手动喷雾器
'shou'dong'qi'long'qi 手动起垄器
'shou'dong'shi'sa'fei'ji 手动式撒肥机
'shou'fen 授粉
'shou'gan'han'de'tian 受干旱的田
'shou'ge 收割
'shou'ge'ji 收割机
'shou'ge'qi 收割期
'shou'ge'tai'de'cao'zong 收割台的操纵
'shou'guo 瘦果
'shou'huo 收获
'shou'huo'ci'shu 收获次数
'shou'huo'fang'fa 收获方法
'shou'huo'gan'zao 收获干燥
'shou'huo'hou'fang'zhi 收获后防治
'shou'huo'ji 收获机
'shou'huo'li'zhong 收获粒重
'shou'huo'lv 收获率
'shou'huo'nian'du 收获年度
'shou'huo'qi'sun'shi 收获期损失
'shou'huo'qian'chu'li 收获前处理
'shou'huo'sun'shi 收获损失
'shou'huo'wu 收获物
